productid,rawmaterialid,qtyinkg
71274,RM304,0.1
71274,RM1101,80.15
71274,RM955,8.0
71274,RM958,3.0
71276,RM705,0.39
71276,RM304,2.025
71276,RM1101,80.15
71276,RM502,0.3
71276,RM200,0.25
71277,RM702,0.25
71277,RM705,0.2
71277,RM304,0.5
71277,RM1101,80.15
71277,RM502,0.04
71277,RM517,0.9
71278,RM183,0.025
71278,RM702,0.8
71278,RM705,0.1
71278,RM304,2.0
71278,RM1101,80.15
71278,RM517,2.45
71278,RM200,7.0
71280,RM702,0.05
71280,RM304,1.55
71280,RM1101,80.15
71280,RM502,1.45
71280,RM200,2.5
71281,RM702,0.7
71281,RM705,0.1
71281,RM304,2.0
71281,RM1101,80.15
71281,RM502,5.9
71281,RM200,5.4
71282,RM702,1.5
71282,RM705,0.17
71282,RM304,0.02
71282,RM1101,80.15
71282,RM502,1.1
71282,RM200,1.75
71501,RM702,0.07
71501,RM304,1.85
71501,RM1103,80.15
71501,RM502,0.315
71501,RM200,0.15
71502,RM702,1.5
71502,RM705,0.17
71502,RM1104,80.15
71502,RM502,1.1
71502,RM200,1.75
71503,RM304,1.97
71503,RM1104,80.15
71503,RM502,1.2
71503,RM200,1.31
71504,RM702,0.15
71504,RM705,0.1
71504,RM304,0.55
71504,RM1104,80.15
71504,RM502,0.9
71504,RM200,2.5
71522,RM700,2.4
71522,RM304,0.06
71522,RM1102,80.15
71522,RM502,0.02
71522,RM505,8.0
71575,RM702,2.33
71575,RM705,0.24
71575,RM304,0.1
71575,RM1103,80.15
71575,RM502,1.6
71575,RM200,3.0
80001,RM051,30.0
80001,RM1201,2.0
80001,RM004,2.0
80001,RM001,10.0
80001,RM220,0.05
80001,RM700,0.004
80001,RM504,0.03
80001,RM505,0.07
80001,RM200,15.0
80001,RM202,5.0
80001,RM092,0.5
80002,RM051,25.0
80002,RM1201,2.0
80002,RM004,2.0
80002,RM001,10.0
80002,RM700,0.005
80002,RM504,0.04
80002,RM505,0.15
80002,RM200,10.0
80002,RM092,0.5
80003,RM197,0.04
80003,RM051,25.0
80003,RM1201,2.0
80003,RM004,2.0
80003,RM001,8.0
80003,RM700,0.004
80003,RM505,0.11
80003,RM200,10.0
80003,RM202,10.0
80003,RM092,0.5
80004,RM051,20.0
80004,RM1201,2.0
80004,RM004,2.0
80004,RM001,10.0
80004,RM700,0.02
80004,RM505,0.14
80004,RM200,9.4
80004,RM202,7.5
80004,RM092,0.5
80005,RM051,25.0
80005,RM1201,2.0
80005,RM004,2.0
80005,RM001,10.0
80005,RM220,0.15
80005,RM304,0.02
80005,RM517,0.5
80005,RM200,5.0
80005,RM092,0.5
80006,RM051,15.0
80006,RM1201,2.0
80006,RM004,5.0
80006,RM001,10.0
80006,RM220,0.0
80006,RM304,0.013
80006,RM517,0.115
80006,RM200,10.0
80006,RM092,0.0
80007,RM051,4.355
80007,RM1201,0.35
80007,RM004,0.0
80007,RM001,1.74
80007,RM504,0.00087
80007,RM505,0.005
80007,RM200,3.05
80007,RM092,0.05
81001,RM602,0.11
81001,RM309,0.1
81001,RM803,0.06
81001,RM802,0.6
81001,RM1102,80.15
81001,RM200,2.25
81013,RM606,0.7
81013,RM300,0.12
81013,RM802,0.1
81013,RM801,0.22
81013,RM1102,80.15
81013,RM200,1.05
81016,RM600,0.015
81016,RM300,0.06
81016,RM801,0.33
81016,RM1102,80.15
81016,RM200,2.0
81018,RM600,0.06
81018,RM606,0.4
81018,RM803,0.3
81018,RM1101,80.15
81018,RM200,3.0
81019,RM602,0.07
81019,RM606,1.1
81019,RM803,0.11
81019,RM1101,80.15
81019,RM200,2.5
81020,RM606,0.1
81020,RM309,0.02
81020,RM803,0.02
81020,RM1101,80.15
81020,RM200,2.5
81021,RM183,0.08
81021,RM602,0.02
81021,RM300,0.105
81021,RM309,0.08
81021,RM1101,80.15
81021,RM200,2.4
81026,RM606,1.95
81026,RM300,0.065
81026,RM803,0.15
81026,RM1101,80.15
81026,RM200,3.6
81027,RM197,0.01
81027,RM606,0.2
81027,RM803,0.02
81027,RM1101,80.15
81027,RM200,3.0
81028,RM183,0.072
81028,RM300,0.08
81028,RM803,0.08
81028,RM1101,80.15
81028,RM200,2.16
81030,RM183,0.04
81030,RM602,0.008
81030,RM300,0.105
81030,RM304,0.04
81030,RM1103,80.15
81030,RM200,2.4
30143,RM005,11.5
81303,RM183,0.04
81303,RM604,0.28
81303,RM309,0.67
81303,RM802,0.3
81303,RM1101,80.15
81303,RM200,3.25
81304,RM600,1.3
81304,RM300,3.3
81304,RM803,1.0
81304,RM1101,80.15
81304,RM200,15.0
81305,RM183,0.075
81305,RM600,0.55
81305,RM300,0.7
81305,RM309,0.25
81305,RM803,0.75
81305,RM1101,80.15
81305,RM200,15.0
81306,RM183,0.375
81306,RM600,0.39
81306,RM300,1.03
81306,RM309,0.625
81306,RM803,0.825
81306,RM1101,80.15
81306,RM200,20.0
81501,RM183,0.03
81501,RM600,0.075
81501,RM606,0.04
81501,RM300,0.01
81501,RM803,0.6
81501,RM802,0.04
81501,RM1103,80.15
81502,RM222,0.02
81502,RM604,0.01
81502,RM300,0.1
81502,RM803,0.25
81502,RM801,0.25
81502,RM1104,72.35
81503,RM801,0.3
81503,RM800,0.01
81503,RM1103,72.35
81504,RM600,0.09
81302,RM1101,80.15
81504,RM300,0.09
81504,RM803,0.45
81504,RM1104,72.35
81504,RM200,1.5
81505,RM183,0.04
81505,RM600,0.75
81505,RM300,1.6
81505,RM803,0.5
81505,RM1103,72.35
81505,RM200,19.0
81507,RM801,0.3
81507,RM1103,72.35
81507,RM200,6.5
81508,RM600,0.001
81508,RM300,0.04
81508,RM803,0.1
81508,RM802,0.5
81508,RM1103,80.15
81509,RM600,0.11
81509,RM801,0.8
81509,RM1103,72.35
81509,RM200,0.96
85001,RM1201,2.0
85001,RM004,3.0
85001,RM001,9.0
85001,RM951,1.0
85001,RM950,9.0
85001,RM053,25.0
85001,RM092,0.5
85006,RM051,18.0
85006,RM1201,2.5
85006,RM004,3.0
85006,RM001,12.0
85006,RM700,0.3
85006,RM200,15.0
85009,RM051,12.5
85009,RM1201,2.0
85009,RM1000,0.4
85009,RM1004,6.38
85009,RM005,2.0
85009,RM001,4.0
85009,RM310,0.132
85009,RM313,0.4
85009,RM200,13.0
85009,RM092,0.5
85010,RM051,20.0
85010,RM1201,2.5
85010,RM004,5.0
85010,RM001,15.0
85010,RM300,1.62
85010,RM308,0.54
85010,RM962,1.08
85010,RM200,6.93
85016,RM051,25.0
85016,RM1201,2.0
85016,RM1002,0.15
85016,RM004,0.0
85016,RM001,10.0
85016,RM951,8.1
85016,RM950,3.0
85016,RM092,0.5
85020,RM051,25.0
85020,RM1201,2.0
85020,RM1004,0.5
85020,RM004,3.0
85020,RM001,10.0
85020,RM310,0.12
85020,RM951,10.0
85020,RM092,0.5
85030,RM051,6.0
85030,RM1201,2.0
85030,RM1006,0.045
85030,RM1002,0.7
85030,RM004,5.0
85030,RM001,20.0
85030,RM304,0.05
85030,RM200,5.5
85030,RM092,0.0
85032,RM051,25.0
85032,RM1201,2.0
85032,RM004,2.0
85032,RM001,10.0
85032,RM952,2.0
85032,RM950,2.5
85032,RM200,7.0
85032,RM092,0.5
85033,RM051,25.0
85033,RM1201,2.0
85033,RM004,2.0
85033,RM001,10.0
85033,RM952,4.5
85033,RM950,0.0
85033,RM200,8.9
85033,RM092,0.5
85035,RM051,45.0
85035,RM1201,2.0
85035,RM004,2.0
85035,RM001,8.0
85035,RM952,12.5
85035,RM950,4.5
85035,RM200,3.5
85035,RM092,0.5
85036,RM051,25.0
85036,RM1201,0.0
85036,RM004,0.0
85036,RM210,2.0
85036,RM001,10.0
85036,RM312,0.15
85036,RM383,1.3
85036,RM200,8.0
85037,RM051,30.0
85037,RM1201,2.0
85037,RM004,0.0
85037,RM001,8.0
85037,RM952,0.65
85037,RM200,6.5
85038,RM051,28.0
85038,RM1201,2.0
85038,RM004,0.0
85038,RM001,8.0
85038,RM310,0.15
85038,RM950,5.0
85038,RM200,8.0
85039,RM051,40.0
85039,RM1201,2.0
85039,RM1000,0.04
85039,RM004,2.0
85039,RM001,8.0
85039,RM310,0.05
85039,RM952,5.0
85039,RM950,3.5
85039,RM200,0.05
85041,RM1201,2.0
85041,RM004,2.0
85041,RM001,20.0
85041,RM310,0.4
85041,RM313,0.8
85041,RM053,12.0
85041,RM200,2.0
85042,RM051,35.0
85042,RM1201,2.0
85042,RM004,2.0
85042,RM001,10.0
85042,RM310,0.5
85042,RM308,0.01
85042,RM952,6.0
85042,RM950,6.0
85042,RM200,4.0
85042,RM092,0.5
85043,RM051,30.0
85043,RM183,0.03
85043,RM1201,2.0
85043,RM1000,1.5
85043,RM004,2.0
85043,RM001,9.0
85043,RM309,0.6
85043,RM200,10.0
85043,RM092,0.5
85044,RM1201,2.0
85044,RM004,0.0
85044,RM001,20.0
85044,RM310,0.4
85044,RM313,0.2
85044,RM200,13.0
85045,RM051,28.0
85045,RM1201,2.0
85045,RM004,2.0
85045,RM001,10.0
85045,RM310,0.15
85045,RM313,0.05
85045,RM304,0.05
85045,RM200,10.0
85046,RM051,4.44
85046,RM1201,2.0
85046,RM004,0.3
85046,RM001,1.6
85046,RM310,0.078
85046,RM313,0.016
85046,RM200,1.745
85047,RM051,4.0
85047,RM1201,0.32
85047,RM004,0.0
85047,RM001,1.2
85047,RM952,0.67
85047,RM950,0.31
85047,RM200,1.28
85048,RM050,26.0
85048,RM1201,2.0
85048,RM1004,5.0
85048,RM005,8.0
85048,RM001,4.0
85048,RM802,0.05
85048,RM203,4.8
85049,RM050,4.8
85049,RM1201,0.3
85049,RM1002,0.182
85049,RM1000,0.051
85049,RM005,0.35
85049,RM001,1.0
85049,RM203,1.35
85050,RM050,3.5
85050,RM183,0.014
85050,RM1201,0.3
85050,RM005,0.4
85050,RM001,1.0
85050,RM313,0.02
85050,RM300,0.0015
85050,RM517,0.0015
85050,RM200,1.845
86014,RM300,0.32
86014,RM304,0.23
86014,RM1102,80.15
86014,RM952,0.2
86014,RM200,2.25
86201,RM183,0.01
86201,RM300,0.017
86201,RM304,0.015
86201,RM1102,80.15
86201,RM200,5.0
86201,RM202,5.0
86202,RM300,0.04
86202,RM1102,80.15
86202,RM980,0.06
86202,RM200,8.0
86202,RM202,8.0
86203,RM222,0.015
86203,RM300,0.145
86203,RM802,0.017
86203,RM1102,80.15
86203,RM202,12.2
86204,RM300,0.7
86204,RM1102,80.15
86204,RM980,0.3
86204,RM200,2.5
86205,RM300,0.4
86205,RM304,0.05
86205,RM1101,80.15
86205,RM980,0.07
86205,RM200,2.0
86206,RM310,0.15
86206,RM300,0.45
86206,RM304,0.1
86206,RM1101,80.15
86206,RM200,4.0
86209,RM222,0.05
86209,RM310,0.03
86209,RM1102,80.15
86209,RM956,1.2
86209,RM200,8.0
86210,RM222,0.015
86210,RM310,0.04
86210,RM304,0.04
86210,RM1101,80.15
86210,RM200,4.4
86212,RM300,0.01
86212,RM1101,80.15
86212,RM200,2.5
86213,RM183,0.01
86213,RM300,0.02
86213,RM304,0.08
86213,RM1101,80.15
86213,RM517,0.04
86213,RM200,3.5
86214,RM183,0.01
86214,RM310,0.05
86214,RM300,0.6
86214,RM304,0.25
86214,RM1101,80.15
86214,RM200,3.0
86215,RM310,0.08
86215,RM300,0.255
86215,RM302,0.08
86215,RM1101,80.15
86215,RM200,3.2
86216,RM310,0.35
86216,RM1107,50.0
86216,RM980,0.1
86216,RM910,2.5
86217,RM300,0.016
86217,RM304,0.024
86217,RM1102,80.15
86217,RM517,0.04
86217,RM200,3.2
86218,RM300,0.016
86218,RM304,0.024
86218,RM1102,80.15
86218,RM200,3.2
86219,RM300,0.032
86219,RM304,0.016
86219,RM1102,80.15
86219,RM200,3.6
86220,RM222,0.04
86220,RM300,0.016
86220,RM304,0.28
86220,RM1102,80.15
86220,RM200,5.6
86221,RM310,0.192
86221,RM300,0.56
86221,RM304,0.095
86221,RM1102,80.15
86221,RM200,3.2
86222,RM222,0.05
86222,RM304,0.05
86222,RM1102,80.15
86222,RM962,0.8
86222,RM963,0.25
86222,RM200,12.0
86301,RM300,0.135
86301,RM304,0.4
86301,RM1103,80.15
86301,RM200,15.0
86302,RM300,0.73
86302,RM304,0.04
86302,RM1103,80.15
86302,RM200,3.0
30143,RM050,26.5
30143,RM101,0.85
30143,RM103,0.85
30143,RM304,4.85
30143,RM311,0.36
86417,RM183,0.023
86417,RM300,0.027
86417,RM304,0.41
86417,RM1101,80.15
86417,RM517,0.02
86417,RM200,19.0
86419,RM183,0.001
86419,RM310,0.025
86419,RM304,0.014
86419,RM309,0.14
86419,RM1102,80.15
86419,RM200,0.8
86420,RM300,0.265
86420,RM304,0.24
86420,RM1101,80.15
86420,RM200,4.2
86421,RM197,0.005
86421,RM304,0.015
86421,RM1107,80.15
86421,RM517,0.015
86421,RM910,4.0
86501,RM300,0.26
86501,RM304,0.035
86501,RM1103,80.15
86501,RM200,0.411
86501,RM202,4.4
86515,RM183,0.034
86515,RM310,0.006
86515,RM300,0.045
86515,RM304,0.45
86515,RM1101,80.15
86515,RM517,0.12
86515,RM200,20.5
86011,RM197,0.08
86584,RM1102,72.2
86518,RM313,0.27
86518,RM300,0.09
86518,RM1103,80.15
86518,RM200,3.0
86519,RM310,0.025
86519,RM300,0.5
86519,RM304,0.1
86519,RM1103,80.15
86519,RM200,3.0
90001,RM051,32.0
90001,RM185,0.65
90001,RM1201,2.0
90001,RM005,8.0
90001,RM001,2.0
90001,RM900,3.0
90001,RM309,0.75
90001,RM092,0.5
90006,RM051,5.0
90006,RM183,0.04
90006,RM1201,2.0
90006,RM004,5.0
90006,RM001,25.0
90006,RM700,0.3
90006,RM505,1.1
90006,RM200,12.0
90006,RM092,0.5
90018,RM051,3.225
90018,RM183,0.21
90018,RM1201,0.3
90018,RM1002,0.1
90018,RM1000,0.33
90018,RM004,0.46
90018,RM001,1.54
90018,RM390,0.69
90018,RM092,0.05
90019,RM051,25.0
90019,RM183,0.35
90019,RM1201,2.0
90019,RM1002,4.0
90019,RM1000,4.0
90019,RM004,4.0
90019,RM001,8.0
90019,RM390,2.5
90019,RM200,2.5
90019,RM092,0.1
90024,RM051,27.0
90024,RM183,0.6
90024,RM1201,2.0
90024,RM1006,0.3
90024,RM1002,6.5
90024,RM004,2.0
90024,RM001,10.0
90024,RM390,3.0
90024,RM092,0.5
90027,RM051,36.0
90027,RM183,0.45
90027,RM1201,2.0
90027,RM1006,4.2
90027,RM1004,5.1
90027,RM004,2.0
90027,RM001,10.0
90027,RM092,0.5
90033,RM051,25.0
90033,RM183,0.05
90033,RM1201,2.0
90033,RM004,2.0
90033,RM001,10.0
90033,RM390,0.4
90033,RM505,1.62
90033,RM202,9.0
90033,RM092,0.5
90037,RM051,25.0
90037,RM183,0.35
90037,RM1201,2.0
90037,RM1000,3.0
90037,RM1008,5.5
90037,RM004,2.0
90037,RM001,10.0
90037,RM390,2.0
90037,RM200,2.5
90037,RM092,0.5
90042,RM051,30.0
90042,RM183,1.5
90042,RM1201,2.0
90042,RM1003,6.0
90042,RM1004,1.0
90042,RM1008,0.4
90042,RM004,2.0
90042,RM001,10.0
90042,RM390,4.0
90042,RM092,0.5
90043,RM051,25.0
90043,RM183,0.07
90043,RM1201,2.0
90043,RM004,2.0
90043,RM001,10.0
90043,RM300,0.03
90043,RM304,0.17
90043,RM508,0.2
90043,RM092,0.5
90044,RM051,40.0
90044,RM1201,2.0
90044,RM1007,0.75
90044,RM1000,2.7
90044,RM004,2.0
90044,RM001,10.0
86516,RM310,0.04
86516,RM309,0.005
86516,RM304,0.24
86516,RM300,0.55
86516,RM200,15.8
90044,RM390,10.0
90044,RM505,1.5
90044,RM092,0.5
90045,RM051,25.0
90045,RM183,1.7
90045,RM1201,2.0
90045,RM1002,7.0
90045,RM1000,5.0
90045,RM004,4.0
90045,RM001,10.0
90045,RM390,3.0
90045,RM092,0.5
90046,RM051,35.0
90046,RM183,0.25
90046,RM1201,2.0
90046,RM004,2.0
90046,RM210,10.0
90046,RM001,10.0
90046,RM700,1.3
90046,RM505,2.25
90046,RM200,7.5
90046,RM092,0.5
90047,RM051,27.0
90047,RM183,0.08
90047,RM1201,2.0
90047,RM004,2.0
90047,RM001,10.0
90047,RM390,0.675
90047,RM505,1.55
90047,RM202,11.0
90047,RM092,0.5
90048,RM051,28.0
90048,RM183,0.2
90048,RM1201,2.0
90048,RM1000,1.38
90048,RM1008,7.0
90048,RM004,2.0
90048,RM001,10.0
90048,RM705,0.04
90048,RM092,0.5
90049,RM051,4.0
90049,RM183,0.035
90049,RM1201,0.3
90049,RM1002,0.035
90049,RM1000,0.315
90049,RM1008,1.0
90049,RM004,0.15
90049,RM001,0.86
90049,RM703,0.003
90049,RM092,0.05
90050,RM051,3.12
90050,RM183,0.1
90050,RM1201,0.3
90050,RM1002,0.32
90050,RM1000,0.535
90050,RM1008,1.03
90050,RM004,0.2
90050,RM001,1.285
90050,RM200,0.255
90050,RM092,0.05
90051,RM051,25.0
90051,RM183,0.08
90051,RM1201,2.0
90051,RM004,2.0
90051,RM001,10.0
90051,RM390,0.7
90051,RM700,0.975
90051,RM505,0.8
90051,RM200,10.0
90051,RM092,0.5
90052,RM051,25.0
90052,RM183,0.7
90052,RM1201,2.0
90052,RM1002,0.7
90052,RM1000,3.7
90052,RM004,2.0
90052,RM001,8.0
90052,RM517,1.8
90052,RM200,2.23
90052,RM092,0.5
90053,RM051,25.0
90053,RM183,0.285
90053,RM1201,2.0
90053,RM1000,5.6
90053,RM1008,1.3
90053,RM004,2.0
90053,RM001,10.0
90053,RM202,0.65
90053,RM131,5.0
90054,RM051,25.0
90054,RM183,0.285
90054,RM1201,2.0
90054,RM1000,5.6
90054,RM1008,1.3
90054,RM004,2.0
90054,RM001,10.0
90054,RM202,0.65
90054,RM131,2.4
90055,RM051,25.0
90055,RM183,1.56
90055,RM1201,2.0
90055,RM1000,3.125
90055,RM1008,0.025
90055,RM004,2.0
90055,RM001,10.0
90055,RM390,9.2
90055,RM131,0.0
90056,RM051,25.0
90056,RM183,0.11
90056,RM1201,2.0
90056,RM1000,9.3
90056,RM1008,3.3
90056,RM004,2.0
90056,RM001,10.0
90056,RM390,18.75
90058,RM051,3.5
90058,RM183,0.009
90058,RM1201,0.28
90058,RM1000,0.07
90058,RM1008,0.385
90058,RM004,0.28
90058,RM001,1.4
90058,RM390,0.022
90058,RM504,0.58
90058,RM200,0.47
90059,RM051,24.0
90059,RM183,0.043
90059,RM1202,1.8
90059,RM004,1.8
90059,RM001,5.5
90059,RM700,0.35
90059,RM505,1.11
90059,RM200,13.735
90059,RM202,2.74
90060,RM051,3.8
90060,RM183,0.0045
90060,RM1202,0.3
90060,RM1000,0.045
90060,RM004,0.3
90060,RM001,1.2
90060,RM390,0.0075
90060,RM700,0.06
90060,RM505,0.53
90060,RM200,1.52
90060,RM202,0.76
90061,RM051,28.0
90061,RM183,0.17
90061,RM1202,2.0
90061,RM1008,1.0
90061,RM004,2.0
90061,RM001,10.0
90061,RM702,0.25
90061,RM390,14.0
90061,RM505,0.7
90061,RM200,1.1
90062,RM051,25.0
90062,RM183,0.55
90062,RM1202,2.0
90062,RM1000,5.0
90062,RM004,2.0
90062,RM001,10.0
90062,RM390,2.5
90062,RM505,5.0
90063,RM051,25.0
90063,RM183,0.225
90063,RM1202,2.0
90063,RM1000,3.3
90063,RM1008,8.0
90063,RM004,2.0
90063,RM001,10.0
90063,RM200,2.75
90064,RM051,25.0
90064,RM183,0.12
90064,RM1201,1.0
90064,RM1006,0.25
90064,RM1002,3.5
90064,RM004,3.0
90064,RM001,22.0
90065,RM051,30.0
90065,RM183,1.72
90065,RM1202,2.0
90065,RM1002,0.857
90065,RM1000,4.8
90065,RM1008,1.5
90065,RM004,2.0
90065,RM001,10.0
90065,RM900,4.8
90065,RM131,5.7
90066,RM051,30.0
90066,RM183,1.5
90066,RM1202,2.0
90066,RM1002,0.6
90066,RM1000,4.65
90066,RM1008,1.25
90066,RM004,2.0
90066,RM001,10.0
90066,RM900,4.8
90066,RM131,3.0
90067,RM051,3.45
90067,RM183,0.38
90067,RM1202,0.28
90067,RM1002,0.076
90067,RM1000,0.33
90067,RM004,0.55
90067,RM001,1.38
90067,RM390,0.55
90068,RM051,24.0
90068,RM183,0.16
90068,RM1202,2.0
90068,RM1000,3.555
90068,RM1008,7.4
90068,RM004,2.0
90068,RM001,10.0
90068,RM200,2.48
90071,RM051,25.0
90071,RM183,0.22
90071,RM1202,2.0
90071,RM1006,0.22
90071,RM1004,1.5
90071,RM004,2.0
90071,RM001,10.0
90071,RM382,2.22
90071,RM200,0.6
90072,RM051,4.2
90072,RM183,0.202
90072,RM1202,0.31
90072,RM1000,0.335
90072,RM004,0.31
90072,RM001,1.65
90072,RM505,0.52
90072,RM200,0.955
90072,RM131,0.72
90073,RM051,4.2
90073,RM183,0.052
90073,RM1202,0.3
90073,RM1002,0.25
90073,RM1000,0.255
90073,RM1008,0.4
90073,RM004,0.31
90073,RM001,1.2
90073,RM517,0.45
90073,RM200,0.688
90074,RM051,5.0
90074,RM183,0.007
90074,RM1202,0.3
90074,RM1000,0.24
90074,RM004,0.0
90074,RM001,1.12
90074,RM505,1.53
90075,RM051,25.0
90075,RM183,2.2
90075,RM1201,2.0
90075,RM004,0.0
90075,RM001,10.0
90075,RM390,3.0
90075,RM300,2.6
90075,RM304,1.6
90075,RM505,2.5
90076,RM051,35.0
90076,RM183,0.4
90076,RM1201,2.0
90076,RM005,5.0
90076,RM001,5.0
90076,RM382,2.5
90076,RM310,0.4
90076,RM200,0.75
90077,RM051,4.6
90077,RM183,0.013
90077,RM1201,0.35
90077,RM005,0.0
90077,RM001,1.3
90077,RM390,0.015
90077,RM700,0.05
90077,RM505,0.073
90077,RM200,1.636
90078,RM051,30.0
90078,RM183,1.3
90078,RM1201,2.0
90078,RM1002,3.0
90078,RM1000,7.0
90078,RM005,6.0
90078,RM001,6.0
90078,RM390,2.0
90078,RM505,2.0
90079,RM051,25.0
90079,RM183,0.04
90079,RM1201,2.0
90079,RM005,6.0
90079,RM001,6.0
90079,RM390,0.1
90079,RM313,0.01
90079,RM505,0.45
90079,RM200,9.0
90080,RM051,25.0
90080,RM183,0.35
90080,RM1201,2.0
90080,RM005,6.0
90080,RM001,6.0
90080,RM313,0.35
90080,RM300,0.03
90080,RM517,1.36
90080,RM200,0.0
90081,RM051,18.0
90081,RM183,0.16
90081,RM1201,2.0
90081,RM005,10.0
90081,RM001,10.0
90081,RM705,0.05
90081,RM300,0.02
90081,RM304,0.3
90081,RM517,2.5
90081,RM200,6.0
90082,RM051,25.0
90082,RM183,0.02
90082,RM1201,2.0
90082,RM005,8.0
90082,RM001,0.0
90082,RM304,0.05
90082,RM505,0.7
90082,RM200,14.0
91002,RM183,0.77
91002,RM702,1.55
91002,RM304,1.55
91002,RM1101,80.15
91002,RM502,0.9
91002,RM517,2.6
91002,RM200,5.0
91006,RM183,0.8
91006,RM300,0.44
91006,RM304,1.0
91006,RM1101,80.15
91006,RM517,1.74
91006,RM200,2.56
91007,RM183,0.75
91007,RM300,1.18
91007,RM304,2.0
91007,RM309,0.025
91007,RM1101,80.15
91007,RM502,2.0
91007,RM200,1.95
91020,RM183,0.0017
91020,RM700,0.272
91020,RM1102,80.15
91020,RM504,0.645
91020,RM200,7.7
91034,RM183,0.024
91034,RM700,0.245
91034,RM1102,80.15
91034,RM504,0.56
91034,RM200,1.84
91042,RM183,0.03
91042,RM700,0.227
91042,RM1102,80.15
91042,RM504,0.25
91042,RM200,2.47
91044,RM183,0.001
91044,RM700,0.65
91044,RM1102,80.15
91044,RM505,1.0
91044,RM202,2.5
91045,RM183,0.16
91045,RM390,0.24
91045,RM700,0.12
91045,RM1102,80.15
91045,RM504,1.0
91045,RM200,2.0
91045,RM202,4.0
91046,RM183,0.14
91046,RM700,0.045
91046,RM1102,80.15
91046,RM504,0.51
91046,RM200,3.0
91047,RM183,0.05
91047,RM700,0.35
91047,RM1102,80.15
91047,RM504,0.45
91047,RM505,0.5
91047,RM200,2.0
54003,RM031,1.0
54003,RM030,0.7
54003,RM1201,0.3
54003,RM050,5.0
54003,RM122,0.1
91050,RM183,0.012
91050,RM304,0.04
91050,RM1101,80.15
91050,RM517,0.19
91050,RM200,3.25
91051,RM183,0.06
91051,RM705,0.2
91051,RM304,0.04
91051,RM1101,80.15
91051,RM517,0.2
91051,RM507,0.3
91051,RM200,1.75
91052,RM183,0.55
91052,RM304,0.15
91052,RM1102,80.15
91052,RM517,1.5
91052,RM200,2.5
91055,RM183,0.055
91055,RM702,0.01
91055,RM304,0.025
91055,RM1101,80.15
91055,RM517,0.4
91055,RM200,3.0
91056,RM183,0.05
91056,RM702,0.0
91056,RM304,0.05
91056,RM1101,80.15
91056,RM517,0.2
91056,RM200,2.4
91057,RM183,0.035
91057,RM300,0.085
91057,RM304,0.225
91057,RM1102,80.15
91057,RM517,0.02
91057,RM200,6.0
91058,RM183,0.08
91058,RM705,0.02
91058,RM304,0.07
91058,RM1102,80.15
91058,RM517,0.48
91058,RM200,2.7
91059,RM183,0.05
91059,RM912,2.5
91059,RM304,0.05
91059,RM1107,80.15
91059,RM502,0.1
91060,RM183,0.14
91060,RM702,0.0
91060,RM304,0.3
91060,RM1101,80.15
91060,RM517,1.1
91060,RM200,1.0
91061,RM183,0.04
91061,RM702,0.04
91061,RM700,0.4
91061,RM304,0.1
91061,RM1102,80.15
91061,RM517,1.444
91061,RM200,0.8
91062,RM183,0.05
91062,RM700,0.7
91062,RM304,0.05
91062,RM1102,80.15
91062,RM517,1.5
91062,RM200,1.1
91064,RM183,0.008
91064,RM700,0.0
91064,RM300,0.056
91064,RM1102,80.15
91064,RM517,0.1
91064,RM200,2.64
91065,RM183,0.052
91065,RM700,0.73
91065,RM304,0.09
91065,RM1102,80.15
91065,RM517,1.768
91065,RM200,1.43
91067,RM183,0.056
91067,RM304,0.2
91067,RM1102,80.15
91067,RM517,0.8
91067,RM200,0.8
91068,RM183,0.025
91068,RM300,0.024
91068,RM304,0.096
91068,RM1102,80.15
91068,RM517,0.11
91068,RM200,3.2
91069,RM700,0.176
91069,RM304,0.064
91069,RM1102,80.15
91069,RM517,0.096
91069,RM200,3.2
91070,RM183,0.032
91070,RM300,0.11
91070,RM1102,80.15
91070,RM517,0.48
91070,RM200,0.8
91070,RM910,2.4
91071,RM183,0.2
91071,RM300,0.96
91071,RM1102,80.15
91071,RM517,0.4
91071,RM910,2.0
91072,RM183,0.19
91072,RM300,0.048
91072,RM304,0.32
91072,RM1103,80.15
91072,RM517,0.88
91072,RM200,0.4
91073,RM183,0.128
91073,RM304,0.4
91073,RM1102,80.15
91073,RM517,1.2
91073,RM200,1.6
91074,RM183,0.02
91074,RM304,0.016
91074,RM1102,80.15
91074,RM517,0.16
91074,RM200,3.2
91075,RM183,0.056
91075,RM700,0.48
91075,RM300,0.016
91075,RM304,0.16
91075,RM1102,80.15
91075,RM517,1.28
91075,RM200,0.8
91076,RM183,0.04
91076,RM700,0.48
91076,RM300,0.0
91076,RM304,0.2
91076,RM1102,80.15
91076,RM502,1.6
91076,RM200,0.8
91077,RM183,0.08
91077,RM700,0.48
91077,RM304,0.105
91077,RM1103,80.15
91077,RM517,0.96
91077,RM200,0.8
91078,RM183,0.01
91078,RM700,0.2
91078,RM304,0.0
91078,RM1101,80.15
91078,RM505,2.0
91078,RM200,3.3
91079,RM183,0.19
91079,RM300,0.065
91079,RM304,0.256
91079,RM1102,80.15
91079,RM517,3.84
91079,RM200,4.0
91081,RM183,0.04
91081,RM300,0.0
91081,RM304,0.25
91081,RM1102,80.15
91081,RM517,1.0
91081,RM200,3.0
91082,RM183,0.07
91082,RM304,0.045
